Car Name,Price,Year,Mileage,Dealer
2023 PORSCHE CAYENNE TURBO GT COUPE,"د.إ750,000",2023,6,DOURADO LUXURY CAR
2023 PORSCHE CAYENNE TURBO GT COUPE,"د.إ730,000",2023,21,DOURADO LUXURY CAR
2019 PORSCHE 911 GT2 RS WEISSACH PACKAGE,"د.إ2,065,000",2019,66,DOURADO LUXURY CAR
2019 PORSCHE 911 GT3 RS WEISSACH RS PACKAGE,"د.إ835,000",2019,"8,641",DOURADO LUXURY CAR
2022 FERRARI 812 GTS,"د.إ2,000,000",2022,390,DOURADO LUXURY CAR
2021 LAMBORGHINI URUS CAPSULE NOVITEC EDITION,"د.إ1,380,000",2021,45,DOURADO LUXURY CAR
2023 LAMBORGHINI URUS NOVITEC EDITION,"د.إ1,350,000",2023,"2,495",DOURADO LUXURY CAR
2022 FERRARI 812 SUPERFAST 8XX BY ONYX CONCEPT 1 OF 5,"د.إ2,100,000",2022,396,DOURADO LUXURY CAR
2023 FERRARI 812 GTS 8XX BY ONYX CONCEPT,"د.إ2,550,000",2023,63,DOURADO LUXURY CAR
2023 FERRARI 296 GTB,"د.إ1,050,000",2023,"4,216",DOURADO LUXURY CAR
2022 FERRARI 812 GTS,"د.إ2,150,000",2022,518,DOURADO LUXURY CAR
2022 FERRARI 812 GTS,"د.إ2,000,000",2022,305,DOURADO LUXURY CAR
2022 FERRARI 812 GTS,"د.إ1,900,000",2022,"2,059",DOURADO LUXURY CAR
2023 FERRARI ROMA,"د.إ1,015,000",2023,43,DOURADO LUXURY CAR
2022 FERRARI ROMA,"د.إ1,015,000",2022,27,DOURADO LUXURY CAR
2020 FERRARI 488 PISTA PILOTI 1 OF 40 LIMITED-EDITION,"د.إ3,100,000",2020,685,DOURADO LUXURY CAR
2020 FERRARI 488 PISTA SPIDER,"د.إ2,050,000",2020,"8,026",DOURADO LUXURY CAR
2023 BENTLEY CONTINENTAL GTX III ATHEA BY ONYX CONCEPT 1 OF 1,"د.إ1,950,000",2023,86,DOURADO LUXURY CAR
2024 BENTLEY CONTINENTAL GTX II ONYX CONCEPT,"د.إ1,730,000",2024,41,DOURADO LUXURY CAR
2024 BENTLEY CONTINENTAL GTX II ONYX CONCEPT,"د.إ1,650,000",2024,32,DOURADO LUXURY CAR
2023 BENTLEY BENTAYGA,"د.إ1,200,000",2023,24,DOURADO LUXURY CAR
"2023 BENTLEY FLYING SPUR | EXPORT PRICE AED 1,250,000","د.إ1,250,000",2023,21,DOURADO LUXURY CAR
2023 BENTLEY CONTINENTAL GTC SPEED,"د.إ1,565,000",2023,35,DOURADO LUXURY CAR
2023 BENTLEY CONTINENTAL GTC,"د.إ1,200,000",2023,31,DOURADO LUXURY CAR
2021 BENTLEY CONTINENTAL GT SPEED,"£154,995",2021,"24,305",EUROPEAN PRESTIGE
2017/67 BENTLEY CONTINENTAL GT SUPERSPORTS W12,"£74,950",2017,"30,000",TOM HARTLEY
BENTLEY CONTINENTAL GTC,"£49,990",2012,"45,000",VAS VEHICLE SOLUTIONS LTD
BENTLEY CONTINENTAL SUPERSPORTS,"£89,990",2017,"26,000",VAS VEHICLE SOLUTIONS LTD
BENTLEY BENTAYGA W12 SPEED,"£102,990",2019,"42,000",VAS VEHICLE SOLUTIONS LTD
BENTLEY CONTINENTAL GT W12,"£146,950",2019,"6,609",ROMANS INTERNATIONAL
BENTLEY CONTINENTAL GTC 6.0 W12 SUPERSPORTS 2DR AUTO AUTOMATIC CONVERTIBLE AVAILABLE FROM LAMBORGHINI TUNBRIDGE WELLS,"£132,500",2019,"17,418",GRANGE LAMBORGHINI TUNBRIDGE WELLS
BENTLEY CONTINENTAL GT SPEED,"£61,995",2015,"40,198",THE SUPERCAR ROOMS
2018/18 BENTLEY CONTINENTAL GT MULLINER,"£119,950",2018,"21,500",TOM HARTLEY
BENTLEY CONTINENTAL GT FOR SALE,"£139,495",2018,"8,352",AMARI SUPERCARS
BENTLEY CONTINENTAL GT FOR SALE,"£139,995",2019,"9,308",AMARI SUPERCARS
BENTLEY CONTINENTAL 4.0 V8 GT AUTO 4WD EURO 6 2DR,"£84,950",2016,"21,456",REDLINE SPECIALIST CARS
BENTLEY CONTINENTAL GT FOR SALE,"£159,995",2019,"4,276",AMARI SUPERCARS
2019 BENTLEY CONTINENTAL W12 GTC FIRST EDITION ULEZ,"£174,950",2019,"9,117",SCUDERIA PRESTIGE
2020 BENTLEY CONTINENTAL GTC V8 ULEZ,"£179,950",2020,"3,605",SCUDERIA PRESTIGE
2021 BENTLEY CONTINENTAL V8 GTC MULLINER ULEZ,"£184,950",2021,"12,601",SCUDERIA PRESTIGE
BENTLEY CONTINENTAL GT 4.0 V8 - MULLINER DRIVING SPECIFICATION AUTOMATIC 2 DOOR COUPÃ© AVAILABLE FROM LAMBORGHINI TUNBRIDGE WELLS,"£169,000",2021,"4,470",GRANGE LAMBORGHINI TUNBRIDGE WELLS
BENTLEY CONTINENTAL GTC 6.0 W12 - MULLINER DRIVING SPECIFICATION AUTOMATIC 2 DOOR CONVERTIBLE AVAILABLE FROM LAMBORGHINI TUNBRIDGE WELLS,"£159,995",2020,"9,179",GRANGE LAMBORGHINI TUNBRIDGE WELLS
BENTLEY CONTINENTAL GT 6.0 W12 - MULLINER DRIVING SPECIFICATION AUTOMATIC 2 DOOR COUPÃ© AVAILABLE FROM LAMBORGHINI TUNBRIDGE WELLS,"£128,950",2018,"28,690",GRANGE LAMBORGHINI TUNBRIDGE WELLS
BENTLEY CONTINENTAL GT 6.0 W12 - MULLINER DRIVING SPECIFICATION WITH BLACK AND POLISHED EDGE ALLOY WHEELS AUTOMATIC 2 DOOR COUPÃ© AVAILABLE FROM LAMBORGHINI TUNBRIDGE WELLS,"£118,990",2018,"39,000",GRANGE LAMBORGHINI TUNBRIDGE WELLS
BENTLEY CONTINENTAL GTC 4.0 V8 S - MULLINER DRIVING SPEC AUTOMATIC 2 DOOR CONVERTIBLE AVAILABLE FROM LAMBORGHINI TUNBRIDGE WELLS,"£92,500",2018,"11,200",GRANGE LAMBORGHINI TUNBRIDGE WELLS
